"","sampleID","horizon","mois","temp","bd","Dgas","Dliq","CO2","CH4","O2","H2","avail_ammonium","avail_nitrate_nitrite","nmin_obs","nitr_obs","moisture","liq_diffusion","gas_diffusion","ammonium","nitrate","oxygen","co2","id"
"63","HARV_013-M-33-23-20180712","M",0.132744096473684,17.2,0.8,1.43414048037368,3.17752259411457,0.000263711124795846,1.23133599126465e-06,0.14297179009684,3.42037775351292e-07,0.80436757654333,1.31769497069814,-0.166,-0.087,0.13,3.18,1.43,0.8,1.32,0.143,0,"sim_diff_3.18_nh4_0.8_no3_1.32_mois_0.13_o2_0.143"
"64","HARV_013-M-36.5-18-20181009","M",0.223842986210526,15.4,0.8,1.43414048037368,3.17752259411457,0.000216938863924748,1.01294411171089e-06,0.117614066304208,2.81373364364135e-07,1.44956040599233,0.0476548317966076,0.073,0.09,0.22,3.18,1.43,1.45,0.05,0.118,0,"sim_diff_3.18_nh4_1.45_no3_0.05_mois_0.22_o2_0.118"
"65","HARV_021-M-1-28-20181010","M",0.254209282789474,17.2,0.8,1.43414048037368,3.17752259411457,0.000263082197151394,1.22839936413102e-06,0.142630815057435,3.4122204559195e-07,0.735057723124464,1.46446115607105,-0.098,-0.088,0.25,3.18,1.43,0.74,1.46,0.143,0,"sim_diff_3.18_nh4_0.74_no3_1.46_mois_0.25_o2_0.143"
"66","HARV_034-M-26-8-20180418","M",0.368733601315789,2.5,0.8,1.43414048037368,3.17752259411457,8.98115631436205e-06,4.19353602227022e-08,0.00486916127030264,1.16487111729728e-08,0.531933344623131,0.282369903203027,0.025,0.009,0.37,3.18,1.43,0.53,0.28,0.005,0,"sim_diff_3.18_nh4_0.53_no3_0.28_mois_0.37_o2_0.005"
"67","HARV_035-M-4.5-5-20180419","M",0.465905750368421,1,0.8,1.43414048037368,3.17752259411457,1.80345329861723e-06,8.42079361222054e-09,0.000977747702752274,2.33910933672793e-09,1.27020554963322,0.0458932075042304,-0.006,0.001,0.47,3.18,1.43,1.27,0.05,0.001,0,"sim_diff_3.18_nh4_1.27_no3_0.05_mois_0.47_o2_0.001"
"68","HARV_034-M-1-7-20181010","M",0.513624216421053,15,0.8,1.43414048037368,3.17752259411457,0.000205994406222572,9.61841585475042e-07,0.11168049520238,2.67178218187512e-07,3.3538679955155,0.548369657660928,0.127,0.039,0.51,3.18,1.43,3.35,0.55,0.112,0,"sim_diff_3.18_nh4_3.35_no3_0.55_mois_0.51_o2_0.112"
"69","HARV_035-M-38-33.5-20180709","M",0.327088394578947,15,0.8,1.43414048037368,3.17752259411457,0.000206753701962096,9.65386935231575e-07,0.112092149701888,2.68163037564326e-07,0.732728188653323,1.47377102341902,0.059,-0.004,0.33,3.18,1.43,0.73,1.47,0.112,0,"sim_diff_3.18_nh4_0.73_no3_1.47_mois_0.33_o2_0.112"
"70","HARV_034-M-15.5-30-20180709","M",0.284575579368421,15.1,0.8,1.43414048037368,3.17752259411457,0.000209347027024256,9.77495846027653e-07,0.113498128788766,2.7152662389657e-07,0.453026911921378,0,0.068,0.054,0.28,3.18,1.43,0.45,0,0.113,0,"sim_diff_3.18_nh4_0.45_no3_0_mois_0.28_o2_0.113"
"71","HARV_034-M-16.5-4.5-20180710","M",0.275031886157895,16.5,0.8,1.43414048037368,3.17752259411457,0.00024453195728407,1.14178345813574e-06,0.132573745972427,3.17162071704371e-07,1.28728420767903,0,0.025,0.068,0.28,3.18,1.43,1.29,0,0.133,0,"sim_diff_3.18_nh4_1.29_no3_0_mois_0.28_o2_0.133"
"72","HARV_034-M-10-36-20180418","M",0.499742480842105,2.9,0.8,1.43414048037368,3.17752259411457,1.16147878943007e-05,5.42324726582136e-08,0.00629699265864814,1.50645757383927e-08,1.07980125639797,0.786031796936756,0.074,-0.008,0.5,3.18,1.43,1.08,0.79,0.006,0,"sim_diff_3.18_nh4_1.08_no3_0.79_mois_0.5_o2_0.006"
"73","HARV_034-M-26-6-20180710","M",0.323617960684211,15.5,0.8,1.43414048037368,3.17752259411457,0.000218979645762928,1.02247305414597e-06,0.11872048239806,2.84020292818324e-07,0.335226902510927,0,0.067,0.043,0.32,3.18,1.43,0.34,0,0.119,0,"sim_diff_3.18_nh4_0.34_no3_0_mois_0.32_o2_0.119"
"74","HARV_001-O-37.5-5.5-20181010","O",0.228783442545455,16.3,0.55,1.19457270502709,2.10613233647791,0.000239724540307216,1.11933637497533e-06,0.129967390205468,3.10926770826479e-07,1.33616507633533,0.00626402668314434,0.064,0.142,0.23,2.11,1.19,1.34,0.01,0.13,0,"sim_diff_2.11_nh4_1.34_no3_0.01_mois_0.23_o2_0.13"
"75","HARV_002-O-37-16.5-20181008","O",0.730239964909091,15.1,0.55,1.19457270502709,2.10613233647791,0.000207897247445049,9.70726447214235e-07,0.112712126370986,2.69646235337288e-07,9.39707004128438,3.97722146100841,-0.13,0.011,0.73,2.11,1.19,9.4,3.98,0.113,0,"sim_diff_2.11_nh4_9.4_no3_3.98_mois_0.73_o2_0.113"
"76","HARV_002-O-21.5-4-20180711","O",0.157863362,18.9,0.55,1.19457270502709,2.10613233647791,0.000310971120012877,1.45200522963211e-06,0.168593940551729,4.0333478600892e-07,1.25312138444756,0.058516679135784,0.506,0.111,0.16,2.11,1.19,1.25,0.06,0.169,0,"sim_diff_2.11_nh4_1.25_no3_0.06_mois_0.16_o2_0.169"
"77","HARV_001-O-9-34.5-20180418","O",0.328266620363636,3.7,0.55,1.19457270502709,2.10613233647791,1.78647170412186e-05,8.34150212041336e-08,0.00968541079536885,2.31708392233704e-08,6.86325921641993,0,0.046,0.204,0.33,2.11,1.19,6.86,0,0.01,0,"sim_diff_2.11_nh4_6.86_no3_0_mois_0.33_o2_0.01"
"78","HARV_001-O-35-37-20181010","O",0.290646931272727,16.1,0.55,1.19457270502709,2.10613233647791,0.000234352047822805,1.09425080695473e-06,0.127054677029744,3.03958557487425e-07,2.55262755488302,0.367284540270938,-0.025,0.005,0.29,2.11,1.19,2.55,0.37,0.127,0,"sim_diff_2.11_nh4_2.55_no3_0.37_mois_0.29_o2_0.127"
"79","HARV_001-O-7.5-15-20180710","O",0.151732746,18.9,0.55,1.19457270502709,2.10613233647791,0.000311003769537253,1.45215767877317e-06,0.168611641590884,4.03377132992547e-07,2.23762383845803,0.190463268740501,NA,NA,0.15,2.11,1.19,2.24,0.19,0.169,0,"sim_diff_2.11_nh4_2.24_no3_0.19_mois_0.15_o2_0.169"
"80","HARV_002-O-1-33.5-20180711","O",0.111187081090909,19.2,0.55,1.19457270502709,2.10613233647791,0.00031991610605852,1.49377170144056e-06,0.173443492000599,4.1493658373349e-07,1.6804376966007,0,0.186,0.179,0.11,2.11,1.19,1.68,0,0.173,0,"sim_diff_2.11_nh4_1.68_no3_0_mois_0.11_o2_0.173"
"81","HARV_002-O-9-4-20180711","O",0.0908445825454545,18.9,0.55,1.19457270502709,2.10613233647791,0.00031132808518884,1.45367199309964e-06,0.168787470309903,4.03797775861011e-07,0.495929207818186,0.039031465430135,1.049,0.108,0.09,2.11,1.19,0.5,0.04,0.169,0,"sim_diff_2.11_nh4_0.5_no3_0.04_mois_0.09_o2_0.169"
"82","HARV_001-O-27-32.5-20180710","O",0.181410500727273,17.7,0.55,1.19457270502709,2.10613233647791,0.000277134093425834,1.29401133117121e-06,0.150249093452657,3.59447591992002e-07,2.72304511657182,0,NA,NA,0.18,2.11,1.19,2.72,0,0.15,0,"sim_diff_2.11_nh4_2.72_no3_0_mois_0.18_o2_0.15"
"83","HARV_004-O-0.5-26.5-20180418","O",0.297892204727273,3.4,0.55,1.19457270502709,2.10613233647791,1.54154991902995e-05,7.19789845461455e-08,0.00835755987230245,1.99941623739293e-08,13.585100972947,0.019449412559985,1.651,0.109,0.3,2.11,1.19,13.59,0.02,0.008,0,"sim_diff_2.11_nh4_13.59_no3_0.02_mois_0.3_o2_0.008"
"84","HARV_004-O-10.5-34-20181009","O",0.374803569090909,14.7,0.55,1.19457270502709,2.10613233647791,0.00019957285737016,9.31857699782847e-07,0.108199032919231,2.58849361050791e-07,12.6680651910363,5.55569808166208,0.279,-0.287,0.37,2.11,1.19,12.67,5.56,0.108,0,"sim_diff_2.11_nh4_12.67_no3_5.56_mois_0.37_o2_0.108"
"85","HARV_004-O-27-32-20181009","O",0.386228808,14.9,0.55,1.19457270502709,2.10613233647791,0.000204308713673413,9.53970647502317e-07,0.11076659184888,2.64991846528421e-07,6.83703869209724,1.33649667711074,0.677,0.204,0.39,2.11,1.19,6.84,1.34,0.111,0,"sim_diff_2.11_nh4_6.84_no3_1.34_mois_0.39_o2_0.111"
"86","HARV_005-O-0.5-19.5-20181008","O",0.566245986909091,16.1,0.55,1.19457270502709,2.10613233647791,0.000233244715827575,1.08908038518712e-06,0.126454333613393,3.02522329218645e-07,5.4465538873252,4.78824476847179,-0.063,-0.047,0.57,2.11,1.19,5.45,4.79,0.126,0,"sim_diff_2.11_nh4_5.45_no3_4.79_mois_0.57_o2_0.126"
"87","HARV_005-O-11-37-20180711","O",0.248150615818182,18.6,0.55,1.19457270502709,2.10613233647791,0.000301917053972321,1.40972943489022e-06,0.163685251051142,3.91591509691726e-07,1.95571153180309,0.00470374232662422,0.296,0.07,0.25,2.11,1.19,1.96,0,0.164,0,"sim_diff_2.11_nh4_1.96_no3_0_mois_0.25_o2_0.164"
"88","HARV_004-O-36-30.5-20180418","O",0.444887656545455,4.3,0.55,1.19457270502709,2.10613233647791,2.31922555974727e-05,1.08290687614659e-07,0.0125737520619243,3.00807465596274e-08,21.8375420671984,0.884520711895446,2.843,0.152,0.44,2.11,1.19,21.84,0.88,0.013,0,"sim_diff_2.11_nh4_21.84_no3_0.88_mois_0.44_o2_0.013"
"89","HARV_004-O-6-10-20181009","O",0.379122866727273,15,0.55,1.19457270502709,2.10613233647791,0.000206739578799952,9.65320990505612e-07,0.112084492786485,2.68144719584892e-07,3.60355345908478,1.29593779394961,-0.086,-0.062,0.38,2.11,1.19,3.6,1.3,0.112,0,"sim_diff_2.11_nh4_3.6_no3_1.3_mois_0.38_o2_0.112"
"90","HARV_005-O-23-34.5-20181008","O",0.461886182727273,15.9,0.55,1.19457270502709,2.10613233647791,0.000228607908003235,1.06742992063767e-06,0.123940474118485,2.96508311288242e-07,3.82794212821809,0.336586525124132,0.694,0.314,0.46,2.11,1.19,3.83,0.34,0.124,0,"sim_diff_2.11_nh4_3.83_no3_0.34_mois_0.46_o2_0.124"
"91","HARV_005-O-23.5-6.5-20181008","O",0.347494461454545,15.8,0.55,1.19457270502709,2.10613233647791,0.000226542499013362,1.05778598761103e-06,0.122820706339281,2.93829441003064e-07,5.38436260207462,0.61916144642587,-0.211,-0.006,0.35,2.11,1.19,5.38,0.62,0.123,0,"sim_diff_2.11_nh4_5.38_no3_0.62_mois_0.35_o2_0.123"
"92","HARV_005-O-24.5-36-20180711","O",0.211088255454545,18.1,0.55,1.19457270502709,2.10613233647791,0.000288040401155093,1.34493572523779e-06,0.156161981430387,3.73593257010496e-07,0.529049962789598,0,0.664,0.072,0.21,2.11,1.19,0.53,0,0.156,0,"sim_diff_2.11_nh4_0.53_no3_0_mois_0.21_o2_0.156"
"93","HARV_005-O-7-1.5-20180711","O",0.157445365454545,17.6,0.55,1.19457270502709,2.10613233647791,0.000274512533579313,1.28177058480613e-06,0.148827806791379,3.5604738466837e-07,0.584612167052062,0,0.164,0.124,0.16,2.11,1.19,0.58,0,0.149,0,"sim_diff_2.11_nh4_0.58_no3_0_mois_0.16_o2_0.149"
"94","HARV_001-O-28-35-20180418","O",0.435273736,4.3,0.55,1.19457270502709,2.10613233647791,2.31960882858285e-05,1.08308583435775e-07,0.0125758299655983,3.00857176210486e-08,4.95591855383306,1.87749189756754,0.625,-0.011,0.44,2.11,1.19,4.96,1.88,0.013,0,"sim_diff_2.11_nh4_4.96_no3_1.88_mois_0.44_o2_0.013"
"95","HARV_013-O-10.5-37-20180418","O",0.0759360390909091,3.7,0.55,1.19457270502709,2.10613233647791,1.79421274697696e-05,8.3776470675967e-08,0.00972737909515394,2.32712418544353e-08,0.177683726998523,0,0.771,0.015,0.08,2.11,1.19,0.18,0,0.01,0,"sim_diff_2.11_nh4_0.18_no3_0_mois_0.08_o2_0.01"
"96","HARV_021-O-28-1-20181010","O",0.132086908363636,16.7,0.55,1.19457270502709,2.10613233647791,0.000250528655434179,1.16978360514013e-06,0.135824874152382,3.24939890316704e-07,0.276245161367539,0.109886041027369,0.293,0.046,0.13,2.11,1.19,0.28,0.11,0.136,0,"sim_diff_2.11_nh4_0.28_no3_0.11_mois_0.13_o2_0.136"
"97","HARV_021-O-3-14-20181010","O",0.181271168545455,16.5,0.55,1.19457270502709,2.10613233647791,0.00024509512856434,1.14441305166229e-06,0.132879070998565,3.17892514350635e-07,1.43816928972836,1.13503512035105,-0.158,-0.113,0.18,2.11,1.19,1.44,1.14,0.133,0,"sim_diff_2.11_nh4_1.44_no3_1.14_mois_0.18_o2_0.133"
"98","HARV_021-O-38-18.5-20180712","O",0.259436522545455,16.8,0.55,1.19457270502709,2.10613233647791,0.000252608053540231,1.17949285699719e-06,0.136952226173563,3.27636904721441e-07,1.86434289974039,0.0781362938636798,4.117,-0.008,0.26,2.11,1.19,1.86,0.08,0.137,0,"sim_diff_2.11_nh4_1.86_no3_0.08_mois_0.26_o2_0.137"
"99","HARV_021-O-39.5-23-20180712","O",0.294826896727273,16.3,0.55,1.19457270502709,2.10613233647791,0.000239453194213168,1.11806938932219e-06,0.12982027909352,3.10574830367274e-07,6.81176073564235,0,0.244,0.016,0.29,2.11,1.19,6.81,0,0.13,0,"sim_diff_2.11_nh4_6.81_no3_0_mois_0.29_o2_0.13"
"100","HARV_021-O-6.5-2-20180712","O",0.151593413818182,15.7,0.55,1.19457270502709,2.10613233647791,0.000224793072614574,1.04961745967895e-06,0.121872249484944,2.91560405466374e-07,1.84573334684344,0.296926485480782,-0.015,-0.041,0.15,2.11,1.19,1.85,0.3,0.122,0,"sim_diff_2.11_nh4_1.85_no3_0.3_mois_0.15_o2_0.122"
"101","HARV_013-O-33-23-20180712","O",0.0900085894545455,17.2,0.55,1.19457270502709,2.10613233647791,0.000263992225810441,1.23264852518494e-06,0.143124189868696,3.42402368106927e-07,1.1512586149251,0.0185778600794763,0.901,0.4,0.09,2.11,1.19,1.15,0.02,0.143,0,"sim_diff_2.11_nh4_1.15_no3_0.02_mois_0.09_o2_0.143"
"102","HARV_013-O-37-22.5-20181009","O",0.233381404545455,15.3,0.55,1.19457270502709,2.10613233647791,0.000214565533519793,1.00186241332199e-06,0.116327357991275,2.78295114811664e-07,1.73707452213711,3.66830423279832,-0.187,-0.28,0.23,2.11,1.19,1.74,3.67,0.116,0,"sim_diff_2.11_nh4_1.74_no3_3.67_mois_0.23_o2_0.116"
"103","HARV_013-O-7-37.5-20181009","O",0.133201565818182,15.3,0.55,1.19457270502709,2.10613233647791,0.0002149340881951,1.00358329118335e-06,0.116527171031844,2.78773136439818e-07,0.55995808957817,0.591659123707596,0.247,-0.069,0.13,2.11,1.19,0.56,0.59,0.117,0,"sim_diff_2.11_nh4_0.56_no3_0.59_mois_0.13_o2_0.117"
"104","HARV_033-O-37.5-26.5-20181010","O",0.299564190909091,15.4,0.55,1.19457270502709,2.10613233647791,0.000216779540478419,1.01220018900429e-06,0.117527688612165,2.81166719167859e-07,2.15270528165512,1.10158951400054,-0.103,-0.035,0.3,2.11,1.19,2.15,1.1,0.118,0,"sim_diff_2.11_nh4_2.15_no3_1.1_mois_0.3_o2_0.118"
"105","HARV_033-O-8.5-15.5-20180709","O",0.102548485818182,15.3,0.55,1.19457270502709,2.10613233647791,0.000215046890336666,1.00410999378988e-06,0.116588327056714,2.78919442719411e-07,0.790705276943019,0,0.66,0.015,0.1,2.11,1.19,0.79,0,0.117,0,"sim_diff_2.11_nh4_0.79_no3_0_mois_0.1_o2_0.117"
"106","HARV_033-O-9.5-24.5-20181010","O",0.121358330363636,15.7,0.55,1.19457270502709,2.10613233647791,0.00022490946758466,1.05016093813849e-06,0.121935353372747,2.91711371705137e-07,0.443204684527614,0.0403842792130121,0.295,0.185,0.12,2.11,1.19,0.44,0.04,0.122,0,"sim_diff_2.11_nh4_0.44_no3_0.04_mois_0.12_o2_0.122"
"107","HARV_021-O-1-28-20181010","O",0.115227714363636,17.2,0.55,1.19457270502709,2.10613233647791,0.000263878314625784,1.23211664416708e-06,0.143062432572734,3.42254623379746e-07,0.318887847277519,0.287096136475879,-0.065,-0.062,0.12,2.11,1.19,0.32,0.29,0.143,0,"sim_diff_2.11_nh4_0.32_no3_0.29_mois_0.12_o2_0.143"
"108","HARV_034-O-26-6-20180710","O",0.210391594545455,15.5,0.55,1.19457270502709,2.10613233647791,0.000219584437767619,1.02529698568538e-06,0.119048372226802,2.84804718245938e-07,1.84512061903896,0.413424000375444,0.383,0.154,0.21,2.11,1.19,1.85,0.41,0.119,0,"sim_diff_2.11_nh4_1.85_no3_0.41_mois_0.21_o2_0.119"
"109","HARV_034-O-34.5-11-20181010","O",0.419111202909091,15.7,0.55,1.19457270502709,2.10613233647791,0.000223763875281539,1.04481186901886e-06,0.121314267013856,2.90225519171905e-07,2.1846915511418,0.905653952109693,-0.037,-0.019,0.42,2.11,1.19,2.18,0.91,0.121,0,"sim_diff_2.11_nh4_2.18_no3_0.91_mois_0.42_o2_0.121"
"110","HARV_034-O-5-38.5-20181010","O",0.29886753,14.5,0.55,1.19457270502709,2.10613233647791,0.000195099530683161,9.10970571283241e-07,0.105773805221221,2.53047380912011e-07,2.21568008378211,1.13238877009205,-0.135,-0.081,0.3,2.11,1.19,2.22,1.13,0.106,0,"sim_diff_2.11_nh4_2.22_no3_1.13_mois_0.3_o2_0.106"
"111","HARV_034-O-7-1-20180418","O",0.447256303636364,3.1,0.55,1.19457270502709,2.10613233647791,1.30809255279319e-05,6.1078251492289e-08,0.00709186364549355,1.69661809700803e-08,2.66957405135855,1.93482889960849,-0.1,-0.087,0.45,2.11,1.19,2.67,1.93,0.007,0,"sim_diff_2.11_nh4_2.67_no3_1.93_mois_0.45_o2_0.007"
"112","HARV_033-O-16.5-5-20181010","O",0.420225860363636,15,0.55,1.19457270502709,2.10613233647791,0.000206593649760949,9.64639609778749e-07,0.112005376913199,2.67955447160763e-07,4.99345928303391,2.9171289962566,0.565,0.595,0.42,2.11,1.19,4.99,2.92,0.112,0,"sim_diff_2.11_nh4_4.99_no3_2.92_mois_0.42_o2_0.112"
"113","HARV_035-O-0.5-36.5-20180419","O",0.422455175272727,3.3,0.55,1.19457270502709,2.10613233647791,1.45995685824696e-05,6.81691918247607e-08,0.00791520060631944,1.89358866179891e-08,3.05005102035466,0,0.136,0,0.42,2.11,1.19,3.05,0,0.008,0,"sim_diff_2.11_nh4_3.05_no3_0_mois_0.42_o2_0.008"
"114","HARV_035-O-21-4-20180709","O",0.163436649272727,16.3,0.55,1.19457270502709,2.10613233647791,0.000239993099696265,1.12059034877634e-06,0.130112990496808,3.11275096882315e-07,1.79097256003022,0.0774493226997503,0.478,0.12,0.16,2.11,1.19,1.79,0.08,0.13,0,"sim_diff_2.11_nh4_1.79_no3_0.08_mois_0.16_o2_0.13"
"115","HARV_035-O-27-3-20181011","O",0.345961807454545,16,0.55,1.19457270502709,2.10613233647791,0.000231590735170168,1.08135751830429e-06,0.125557622958664,3.00377088417857e-07,3.17323307866801,0,0.206,0.161,0.35,2.11,1.19,3.17,0,0.126,0,"sim_diff_2.11_nh4_3.17_no3_0_mois_0.35_o2_0.126"
"116","HARV_035-O-38-33.5-20180709","O",0.259018526,15,0.55,1.19457270502709,2.10613233647791,0.00020716613595061,9.6731269704565e-07,0.112315752045856,2.6869797140157e-07,2.47069311160681,0,0.955,0.263,0.26,2.11,1.19,2.47,0,0.112,0,"sim_diff_2.11_nh4_2.47_no3_0_mois_0.26_o2_0.112"
"117","HARV_035-O-8-24.5-20180709","O",0.199523684363636,15.7,0.55,1.19457270502709,2.10613233647791,0.00022460858795784,1.04875605272143e-06,0.121772230565988,2.91321125755953e-07,2.65455048206828,0.75346034737192,-0.044,-0.079,0.2,2.11,1.19,2.65,0.75,0.122,0,"sim_diff_2.11_nh4_2.65_no3_0.75_mois_0.2_o2_0.122"
"118","HARV_034-O-15.5-30-20180709","O",0.167895279090909,15.1,0.55,1.19457270502709,2.10613233647791,0.0002099166758063,9.80155684698676e-07,0.113806965612235,2.72265467971854e-07,1.4575790862665,0,0.182,0.139,0.17,2.11,1.19,1.46,0,0.114,0,"sim_diff_2.11_nh4_1.46_no3_0_mois_0.17_o2_0.114"
"119","HARV_037-O-0-34.5-20180710","O",0.129718261272727,14.2,0.55,1.19457270502709,2.10613233647791,0.000188636529016093,8.80793131592653e-07,0.102269869168258,2.44664758775737e-07,0.463900094337512,0,1.05,0.209,0.13,2.11,1.19,0.46,0,0.102,0,"sim_diff_2.11_nh4_0.46_no3_0_mois_0.13_o2_0.102"
"120","HARV_037-O-0.5-23-20181010","O",0.455894898909091,14.9,0.55,1.19457270502709,2.10613233647791,0.000204064277161386,9.52829309702968e-07,0.110634069848845,2.64674808250824e-07,3.23290918670968,2.59919369421536,0.298,0.183,0.46,2.11,1.19,3.23,2.6,0.111,0,"sim_diff_2.11_nh4_3.23_no3_2.6_mois_0.46_o2_0.111"
"121","HARV_037-O-10-4.5-20180419","O",0.529183626545455,2,0.55,1.19457270502709,2.10613233647791,6.0666098262763e-06,2.83265828464263e-08,0.0032890310082795,7.86849523511841e-09,3.45838891042971,0,0.308,0.252,0.53,2.11,1.19,3.46,0,0.003,0,"sim_diff_2.11_nh4_3.46_no3_0_mois_0.53_o2_0.003"
"122","HARV_037-O-19-4-20181010","O",0.461746850545455,14.5,0.55,1.19457270502709,2.10613233647791,0.000194554520495374,9.08425776632098e-07,0.105478326286727,2.52340493508916e-07,3.58755240113707,10.6420672067343,0.646,0.56,0.46,2.11,1.19,3.59,10.64,0.105,0,"sim_diff_2.11_nh4_3.59_no3_10.64_mois_0.46_o2_0.105"
"123","HARV_037-O-33-19.5-20181010","O",0.459935532181818,14.9,0.55,1.19457270502709,2.10613233647791,0.000204050102088486,9.52763122592151e-07,0.110626384789866,2.64656422942264e-07,3.00679854116034,2.28028471839286,-0.049,-0.029,0.46,2.11,1.19,3.01,2.28,0.111,0,"sim_diff_2.11_nh4_3.01_no3_2.28_mois_0.46_o2_0.111"
"124","HARV_037-O-34-39-20180710","O",0.340527852363636,14.3,0.55,1.19457270502709,2.10613233647791,0.00019027853069325,8.88460065493775e-07,0.103160085382333,2.4679446263716e-07,1.63879450824917,0.0480521803294069,1.616,0.123,0.34,2.11,1.19,1.64,0.05,0.103,0,"sim_diff_2.11_nh4_1.64_no3_0.05_mois_0.34_o2_0.103"
"125","HARV_037-O-35-17.5-20180419","O",0.425938479818182,1.8,0.55,1.19457270502709,2.10613233647791,5.0540730576468e-06,2.35987847049656e-08,0.00274008111296545,6.55521797360156e-09,2.7782654492384,1.86413807023487,0.336,0.095,0.43,2.11,1.19,2.78,1.86,0.003,0,"sim_diff_2.11_nh4_2.78_no3_1.86_mois_0.43_o2_0.003"
